29,27,5
30,1,5
30,2,5
30,3,5
30,4,5
30,5,5
30,6,2
30,8,1
30,9,5
30,10,5
30,11,2
30,12,5
30,13,5
30,14,4
30,15,5
30,20,1
30,21,5
30,23,3
30,24,3
30,25,5
30,26,5
30,27,4
31,1,5
31,4,4
31,6,4
31,9,5
31,12,5
31,13,2
31,22,5
31,23,3
31,24,3
31,26,4
32,3,2
32,5,5
32,6,5
32,9,5
32,17,3
32,18,5
32,19,4
32,20,4
32,21,4
32,22,4
32,23,4
32,24,3
32,25,4
32,26,5
32,27,5
33,1,3
33,5,4
33,8,4
33,15,5
33,23,5
33,24,5
33,26,2
34,3,4
34,4,4
34,5,4
34,6,3
34,7,4
34,8,5
34,10,5
34,13,5
34,14,5
34,15,5
34,19,4
34,22,4
34,23,5
34,24,5
34,25,5
34,26,5
35,1,4
35,2,5
35,3,5
35,4,4
35,5,5
35,6,4
35,8,5
35,9,5
35,11,4
35,12,4
35,13,4
35,16,4
35,18,4
35,19,4
35,20,2
35,21,4
35,22,4
35,23,3
35,24,2
35,25,4
35,26,3
35,27,5
36,4,4
36,5,5
36,6,5
36,9,5
36,17,5
36,20,3
36,24,3
36,26,5
37,1,4
37,5,5
37,6,4
37,12,4
37,17,4
37,23,5
37,26,5
38,6,3
38,8,5
38,10,5
38,11,4
38,15,3
38,17,4
38,18,4
38,21,2
38,26,5
39,1,5
39,5,5
39,9,5
39,12,5
39,17,5
39,20,5
39,23,5
39,24,4
39,25,4
39,26,5
40,1,5
40,2,5
40,3,5
40,5,5
40,6,5
40,8,5
40,20,5
40,23,5
40,24,5
41,4,4
41,5,5
41,6,4
41,7,5
41,8,5
41,9,5
41,10,4
41,12,3
41,17,2
41,20,1
41,22,3
41,23,3
42,1,5
42,3,4
42,6,3
42,8,5
42,14,5
42,20,4
42,23,5
42,24,5
42,26,5
43,5,5
43,6,5
43,12,4
43,14,2
43,17,5
44,1,1
44,3,5
44,4,3
44,8,5
44,12,4
44,13,4
44,14,5
44,23,5
44,25,1
44,26,5
44,27,3
45,1,3
45,3,5
45,4,4
45,6,4
45,8,4
45,14,5
45,19,4
45,20,1
45,23,4
45,26,5
45,27,3
46,1,4
46,2,5
46,3,3
46,4,5
46,5,5
46,6,1
46,7,1
46,8,1
46,9,5
46,10,5
46,11,3
46,12,4
46,13,5
46,14,5
46,15,5
46,16,5
46,17,4
46,18,2
46,19,2
46,20,1
46,21,3
46,22,1
46,23,5
46,24,5
46,25,5
46,26,5
46,27,5
47,1,4
47,4,5
47,5,5
47,6,5
47,9,4
47,12,3
47,20,2
47,22,4
47,24,3
47,27,3
